Date,Team 1,Team 2,FT,HT
2006-08-11,Burghausen,Karlsruhe,0-4,0-1
2006-08-11,Kaiserslautern,Essen,1-0,1-0
2006-08-11,Offenbach,CZ Jena,2-2,2-0
2006-08-13,Braunschweig,Paderborn,0-0,0-0
2006-08-13,Duisburg,Koblenz,2-1,1-0
2006-08-13,Erzgebirge Aue,Unterhaching,1-0,0-0
2006-08-13,Freiburg,Hansa Rostock,0-0,0-0
2006-08-13,Greuther Furth,Munich 1860,1-1,0-0
2006-08-14,Augsburg,FC Koln,0-2,0-1
2006-08-18,CZ Jena,Braunschweig,0-0,0-0
2006-08-18,Hansa Rostock,Erzgebirge Aue,1-0,1-0
2006-08-18,Munich 1860,Offenbach,3-0,0-0
2006-08-20,Essen,Freiburg,2-0,1-0
2006-08-20,FC Koln,Burghausen,5-1,3-0
2006-08-20,Koblenz,Greuther Furth,1-0,0-0
2006-08-20,Paderborn,Augsburg,1-0,0-0
2006-08-20,Unterhaching,Duisburg,0-1,0-1
2006-08-21,Karlsruhe,Kaiserslautern,2-0,1-0
2006-08-25,CZ Jena,FC Koln,3-2,2-2
2006-08-25,Freiburg,Unterhaching,1-1,0-0
2006-08-25,Offenbach,Karlsruhe,0-1,0-1
2006-08-27,Augsburg,Essen,0-0,0-0
2006-08-27,Braunschweig,Koblenz,0-2,0-0
2006-08-27,Duisburg,Erzgebirge Aue,4-2,2-1
2006-08-27,Greuther Furth,Hansa Rostock,1-3,1-1
2006-08-27,Kaiserslautern,Paderborn,2-0,2-0
2006-08-28,Burghausen,Munich 1860,0-2,0-1
2006-09-15,Essen,CZ Jena,4-4,2-1
2006-09-15,FC Koln,Braunschweig,4-1,2-1
2006-09-15,Unterhaching,Augsburg,0-1,0-0
2006-09-17,Erzgebirge Aue,Greuther Furth,0-3,0-2
2006-09-17,Karlsruhe,Duisburg,3-3,1-1
2006-09-17,Koblenz,Burghausen,1-2,1-0
2006-09-17,Munich 1860,Freiburg,1-1,0-0
2006-09-17,Paderborn,Offenbach,2-1,1-1
2006-09-18,Hansa Rostock,Kaiserslautern,2-0,1-0
2006-09-22,Braunschweig,Karlsruhe,2-2,0-0
2006-09-22,Freiburg,Greuther Furth,3-3,1-2
2006-09-22,Kaiserslautern,Koblenz,4-3,0-2
2006-09-24,Augsburg,Hansa Rostock,1-1,0-0
2006-09-24,Burghausen,Erzgebirge Aue,1-1,1-0
2006-09-24,CZ Jena,Paderborn,1-1,0-0
2006-09-24,Duisburg,Munich 1860,0-0,0-0
2006-09-24,Offenbach,Unterhaching,1-1,1-1
2006-09-25,FC Koln,Essen,1-0,0-0
2006-09-29,Koblenz,Offenbach,1-1,1-0
2006-09-29,Paderborn,FC Koln,2-0,0-0
2006-09-29,Unterhaching,Kaiserslautern,1-1,0-0
2006-10-01,Erzgebirge Aue,Freiburg,3-1,2-0
2006-10-01,Essen,Braunschweig,2-0,1-0
2006-10-01,Greuther Furth,Burghausen,4-1,1-0
2006-10-01,Karlsruhe,Augsburg,3-2,2-1
2006-10-01,Munich 1860,CZ Jena,2-0,0-0
2006-10-02,Hansa Rostock,Duisburg,1-0,0-0
2006-10-13,Augsburg,Greuther Furth,1-0,1-0
2006-10-13,Braunschweig,Munich 1860,2-0,0-0
2006-10-13,Duisburg,Freiburg,1-1,1-1
2006-10-15,Burghausen,Hansa Rostock,0-1,0-0
2006-10-15,CZ Jena,Unterhaching,0-2,0-1
