Date,Team 1,Team 2,FT,HT
2010-08-20,Aachen,Union Berlin,2-2,1-1
2010-08-20,Frankfurt FSV,Bielefeld,2-1,2-0
2010-08-20,Hertha,Oberhausen,3-2,1-1
2010-08-21,Ingolstadt,Augsburg,1-4,1-2
2010-08-21,Paderborn,Erzgebirge Aue,0-1,0-0
2010-08-22,Cottbus,Fortuna Dusseldorf,2-0,0-0
2010-08-22,Greuther Furth,Karlsruhe,4-1,2-0
2010-08-22,Osnabruck,Duisburg,1-3,1-1
2010-08-23,Bochum,Munich 1860,3-2,2-1
2010-08-27,Augsburg,Paderborn,1-0,0-0
2010-08-27,Erzgebirge Aue,Bochum,1-0,1-0
2010-08-27,Oberhausen,Frankfurt FSV,1-0,0-0
2010-08-28,Duisburg,Ingolstadt,4-1,3-1
2010-08-28,Union Berlin,Greuther Furth,1-2,0-0
2010-08-29,Bielefeld,Cottbus,1-2,0-2
2010-08-29,Karlsruhe,Aachen,3-0,3-0
2010-08-29,Munich 1860,Osnabruck,3-1,2-1
2010-08-30,Fortuna Dusseldorf,Hertha,1-2,0-2
2010-09-10,Ingolstadt,Oberhausen,1-2,0-0
2010-09-10,Osnabruck,Erzgebirge Aue,3-2,0-0
2010-09-10,Paderborn,Union Berlin,2-0,0-0
2010-09-11,Duisburg,Munich 1860,2-1,0-1
2010-09-11,Frankfurt FSV,Fortuna Dusseldorf,1-0,1-0
2010-09-12,Bochum,Augsburg,0-2,0-2
2010-09-12,Greuther Furth,Aachen,1-1,1-0
2010-09-12,Hertha,Bielefeld,3-1,2-0
2010-09-13,Cottbus,Karlsruhe,5-5,2-4
2010-09-17,Aachen,Cottbus,2-3,1-1
2010-09-17,Greuther Furth,Frankfurt FSV,1-0,1-0
2010-09-17,Union Berlin,Hertha,1-1,0-1
2010-09-18,Karlsruhe,Paderborn,2-1,1-1
2010-09-18,Oberhausen,Bochum,3-1,1-1
2010-09-19,Augsburg,Osnabruck,2-2,1-0
2010-09-19,Bielefeld,Ingolstadt,1-0,0-0
2010-09-19,Erzgebirge Aue,Duisburg,1-0,0-0
2010-09-19,Fortuna Dusseldorf,Munich 1860,1-2,1-0
2010-09-21,Cottbus,Greuther Furth,2-0,1-0
2010-09-21,Frankfurt FSV,Aachen,1-3,0-0
2010-09-21,Hertha,Karlsruhe,4-0,2-0
2010-09-21,Paderborn,Oberhausen,0-0,0-0
2010-09-22,Bochum,Bielefeld,3-1,2-1
2010-09-22,Duisburg,Augsburg,1-0,0-0
2010-09-22,Ingolstadt,Fortuna Dusseldorf,3-0,1-0
2010-09-22,Munich 1860,Erzgebirge Aue,0-0,0-0
2010-09-22,Osnabruck,Union Berlin,4-1,2-1
2010-09-24,Aachen,Paderborn,2-0,0-0
2010-09-24,Cottbus,Hertha,0-1,0-0
2010-09-24,Karlsruhe,Frankfurt FSV,0-2,0-0
2010-09-25,Bielefeld,Erzgebirge Aue,0-1,0-0
2010-09-25,Greuther Furth,Ingolstadt,1-0,0-0
2010-09-26,Augsburg,Munich 1860,1-2,0-1
2010-09-26,Oberhausen,Osnabruck,1-0,0-0
2010-09-26,Union Berlin,Duisburg,2-0,0-0
2010-09-27,Fortuna Dusseldorf,Bochum,0-1,0-1
2010-10-01,Duisburg,Oberhausen,3-0,1-0
2010-10-01,Ingolstadt,Karlsruhe,1-1,0-0
2010-10-01,Paderborn,Bielefeld,3-1,1-0
2010-10-02,Bochum,Greuther Furth,0-2,0-0
2010-10-02,Osnabruck,Fortuna Dusseldorf,2-3,1-3
2010-10-03,Erzgebirge Aue,Augsburg,3-2,2-1
2010-10-03,Frankfurt FSV,Cottbus,3-2,0-1
2010-10-03,Munich 1860,Union Berlin,1-0,0-0
2010-10-04,Hertha,Aachen,0-0,0-0
2010-10-15,Fortuna Dusseldorf,Augsburg,1-0,1-0
2010-10-15,Greuther Furth,Osnabruck,3-0,2-0
2010-10-15,Union Berlin,Erzgebirge Aue,1-1,1-1
2010-10-16,Frankfurt FSV,Hertha,0-1,0-0
2010-10-16,Karlsruhe,Bochum,0-2,0-2
2010-10-17,Aachen,Ingolstadt,2-1,1-0
2010-10-17,Cottbus,Paderborn,3-1,1-0
2010-10-17,Oberhausen,Munich 1860,0-0,0-0
2010-10-18,Bielefeld,Duisburg,1-3,0-3
2010-10-22,Augsburg,Union Berlin,2-1,0-1
2010-10-22,Hertha,Greuther Furth,2-0,0-0
2010-10-22,Osnabruck,Cottbus,2-0,1-0
2010-10-23,Ingolstadt,Frankfurt FSV,0-1,0-0
2010-10-23,Munich 1860,Bielefeld,0-0,0-0
2010-10-24,Bochum,Aachen,1-1,1-0
2010-10-24,Duisburg,Karlsruhe,3-0,1-0
2010-10-24,Paderborn,Fortuna Dusseldorf,3-0,0-0
2010-10-25,Erzgebirge Aue,Oberhausen,2-0,0-0
2010-10-29,Bielefeld,Union Berlin,1-2,0-0
2010-10-29,Frankfurt FSV,Paderborn,2-0,0-0
2010-10-29,Greuther Furth,Erzgebirge Aue,1-2,1-1
2010-10-30,Hertha,Ingolstadt,3-1,1-1
2010-10-30,Karlsruhe,Munich 1860,2-4,0-1
2010-10-31,Aachen,Osnabruck,2-1,1-0
2010-10-31,Cottbus,Bochum,2-1,0-1
2010-10-31,Oberhausen,Augsburg,0-3,0-2
2010-11-01,Fortuna Dusseldorf,Duisburg,1-0,0-0
2010-11-05,Bochum,Frankfurt FSV,1-0,1-0
2010-11-05,Erzgebirge Aue,Fortuna Dusseldorf,1-0,0-0
2010-11-05,Ingolstadt,Cottbus,1-2,1-0
2010-11-06,Augsburg,Bielefeld,3-0,1-0
2010-11-06,Duisburg,Greuther Furth,2-0,1-0
2010-11-07,Munich 1860,Aachen,2-1,1-1
2010-11-07,Paderborn,Hertha,1-0,0-0
2010-11-07,Union Berlin,Oberhausen,2-1,1-1
2010-11-08,Osnabruck,Karlsruhe,0-0,0-0
2010-11-12,Fortuna Dusseldorf,Oberhausen,3-0,0-0
2010-11-12,Greuther Furth,Augsburg,1-1,1-1
2010-11-12,Karlsruhe,Erzgebirge Aue,1-1,0-1
2010-11-13,Bielefeld,Osnabruck,2-1,1-1
2010-11-13,Frankfurt FSV,Union Berlin,2-1,1-1
2010-11-14,Aachen,Duisburg,2-2,0-0
2010-11-14,Cottbus,Munich 1860,0-0,0-0
2010-11-14,Ingolstadt,Paderborn,1-2,0-1
2010-11-15,Hertha,Bochum,2-0,1-0
2010-11-19,Oberhausen,Bielefeld,3-0,2-0
2010-11-19,Osnabruck,Hertha,2-0,1-0
2010-11-19,Union Berlin,Fortuna Dusseldorf,1-0,0-0
2010-11-20,Bochum,Ingolstadt,1-4,1-2
2010-11-20,Paderborn,Greuther Furth,0-4,0-1
2010-11-21,Augsburg,Karlsruhe,3-1,1-0
2010-11-21,Erzgebirge Aue,Aachen,2-1,1-0
